BMG_ID,Occupancy,Household Ownership,Landlord Type,Green Energy,Eco Type,Gas Supply,Smart Meter,Meter Reading Frequency,Primary Heating,EV,Property Type,Number of bedrooms,Main Heating System,Water Heating System,Appliances,Number of Appliances
956613620,1.0,Own,Unknown,No,No,Mains,No,Asked to by provider,Gas boiler,No,Semi detached,3.0,"Room thermostats, Thermostatic radiator valves",Gas or oil direct heating,"Combined washing machine and tumble dryer, Dishwasher, Electric hob, Electric oven, Fridge-freezer, Standalone freezer, Kettle, PC/laptop",8
956613635,2.0,Mortgage,Unknown,Unknown,Unknown,Mains,No,When billed,Gas boiler,No,Terraced,3.0,"Programmer/timer, Room thermostats",Unknown,"Combined washing machine and tumble dryer, Electric hob, Gas oven, Fridge-freezer, Toaster, Microwave, TV with a screen less than 21 inches, Plug in electric heater, Hair drier",9
956613701,1.0,Mortgage,Unknown,Yes,Economy 7,No,No,Regularly,Electric Heater,No,Detached,3.0,Single house thermostat,Electric immersion heater,"Coffee-maker, Combined washing machine and tumble dryer, Electric hob, Electric oven, Fridge, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, DVD player/Personal Video Recorder (PVR), PC/laptop, Handheld devices, Plug in electric heater, Vacuum cleaner, Bath, Power shower, Shower, Electric blanket, Hair drier",20
956613776,2.0,Rent,Private landlord,No,No,Mains,Unknown,Electricity bills,Gas boiler,No,Terraced,4.0,Thermostatic radiator valves,Gas or oil direct heating,"Standalone washing machine, Electric oven, Gas hob, Gas oven, Fridge, Toaster, Microwave, Plug in electric heater, Vacuum cleaner, Bath, Shower",11
956613830,1.0,Rent,Private landlord,Unknown,Unknown,Unknown,Unknown,Unknown,Gas boiler,No,Semi detached,4.0,Single house thermostat,Gas or oil direct heating,"Standalone washing machine, Gas hob, Gas oven, Fridge, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, Vacuum cleaner, Bath, Shower, Hair drier",15
956613857,2.0,Rent,Council,Unknown,Unknown,Mains,Unknown,Regularly,Gas boiler,No,Refused,3.0,Unknown,Gas or oil direct heating,"Standalone washing machine, Electric hob, Electric oven, Fridge-freezer, Standalone freezer, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), PC/laptop, Plug in electric heater, Bath",12
956613900,2.0,Rent,Council,No,No,Mains,No,Asked to by provider,Gas boiler,No,Terraced,4.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Standalone washing machine, Gas hob, Gas oven, Fridge, Standalone freezer, Kettle, Microwave, TV with a screen more than 21 inches, Games console, Handheld devices, Plug in electric heater, Vacuum cleaner, Bath, Power shower",14
956613983,1.0,Rent,Council,No,No,Mains,No,Asked to by provider,Other electricity,No,Flat,2.0,Single house thermostat,Electric immersion heater,"Coffee-maker, Standalone washing machine, Gas hob, Gas oven, Fridge-freezer, Toaster, Kettle, Microwave, DVD player/Personal Video Recorder (PVR), Handheld devices, Vacuum cleaner, Bath, Hair drier",13
956614146,2.0,Mortgage,Unknown,No,No,Mains,No,When billed,Gas boiler,No,Detached,4.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Coffee-maker, Standalone washing machine, Gas hob, Fridge-freezer, Fridge, Standalone freezer, Toaster, Kettle, Microwave, Plug in electric heater, Vacuum cleaner, Bath, Shower, Hair drier",14
956614149,2.0,Rent,Housing association,No,No,Mains,Unknown,Unknown,Gas boiler,No,Terraced,3.0,Programmer/timer,Gas or oil direct heating,"Combined washing machine and tumble dryer, Electric oven, Gas hob, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, PC/laptop, Handheld devices, Vacuum cleaner, Bath, Shower, Electric blanket, Hair drier",15
956614269,1.0,Own,Unknown,No,No,Mains,Smart electricity meter,When billed,Gas boiler,No,Terraced,3.0,Thermostatic radiator valves,Gas or oil direct heating,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Toaster, Kettle, Microwave, DVD player/Personal Video Recorder (PVR), PC/laptop, Vacuum cleaner, Bath",14
956614274,2.0,Mortgage,Unknown,No,Economy 7,Mains,No,Asked to by provider,Gas boiler,No,Semi detached,6.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Electric immersion heater,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge, Standalone freezer, Toaster, Kettle, Microwave, DVD player/Personal Video Recorder (PVR), PC/laptop, Plug in electric heater, Vacuum cleaner, Bath, Power shower, Shower, Electric blanket, Hair drier",19
956614324,2.0,Own,Unknown,Yes,Unknown,Mains,No,Electricity bills,Gas boiler,No,Detached,4.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Gas hob, Gas oven, Fridge, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, Mobile phones, PC/laptop, Handheld devices, Vacuum cleaner, Bath, Shower, Electric blanket, Hair drier",20
956614363,2.0,Rent,Council,No,No,Mains,No,Electricity bills,Gas boiler,No,Flat,2.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Standalone washing machine, Gas hob, Gas oven, Fridge, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, PC/laptop, Handheld devices, Vacuum cleaner, Bath, Hair drier",14
956614400,1.0,Rent,Council,No,No,Mains,No,Regularly,Gas boiler,No,Terraced,3.0,Programmer/timer,Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Standalone freezer, Toaster, Microwave, DVD player/Personal Video Recorder (PVR), Vacuum cleaner, Bath, Power shower",13
956614516,1.0,Own,Unknown,Unknown,No,Mains,No,Asked to by provider,Gas boiler,No,Semi detached,4.0,"Programmer/timer, Thermostatic radiator valves",Gas or oil direct heating,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge, Standalone freezer, Toaster, Kettle, Microwave, DVD player/Personal Video Recorder (PVR), Games console, Bath",14
956614606,2.0,Rent,Council,Unknown,No,Mains,No,Electricity bills,Gas boiler,No,Terraced,3.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Electric oven, Gas hob, Fridge-freezer, Toaster, Kettle, TV with a screen more than 21 inches, Games console, PC/laptop, Vacuum cleaner, Bath",12
956614752,2.0,Other,Related to household member,Unknown,No,Mains,No,Regularly,Gas boiler,No,Terraced,2.0,"Programmer/timer, Single house thermostat",Gas or oil direct heating,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Mobile phones, PC/laptop, Handheld devices, Dehumidifier, Plug in electric heater, Vacuum cleaner, Bath, Shower, Hair drier",22
956614762,2.0,Rent,Private landlord,Unknown,Unknown,Mains,Unknown,Electricity bills,Unknown,No,Terraced,6.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Unknown,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, Vacuum cleaner, Electric blanket",13
956614778,1.0,Rent,Private landlord,No,No,Mains,Both,Regularly,Gas boiler,No,Terraced,6.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves","Gas or oil direct heating, Gas, oil or solid fuel","Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Fridge-freezer, Toaster, Kettle, Microwave, Games console, Vacuum cleaner, Bath",12
956614788,1.0,Rent,Private landlord,No,No,Mains,No,Asked to by provider,Gas boiler,No,Semi detached,2.0,Programmer/timer,Gas or oil direct heating,"Standalone washing machine, Electric hob, Electric oven, Fridge-freezer, Toaster, Microwave, Mobile phones, PC/laptop, Handheld devices, Plug in electric heater, Vacuum cleaner, Bath, Power shower, Hair drier",14
956614847,2.0,Rent,Private landlord,Unknown,Unknown,Mains,Unknown,When billed,Gas boiler,No,Terraced,3.0,Thermostatic radiator valves,Gas or oil direct heating,"Combined washing machine and tumble dryer, Standalone washing machine, Electric oven, Gas hob, Gas oven, Fridge-freezer, Toaster, Kettle, Microwave, Handheld devices, Vacuum cleaner, Bath, Shower, Hair drier",14
956614882,1.0,Own,Unknown,No,No,Mains,No,Regularly,Gas boiler,No,Semi detached,4.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric hob, Electric oven, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Games console, Mobile phones, PC/laptop, Bath, Shower, Hair drier",18
956614894,2.0,Rent,Council,Unknown,Unknown,Unknown,Unknown,Asked to by provider,Electric Heater,No,Terraced,4.0,Programmer/timer,Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Electric oven, Gas hob, Fridge, Standalone freezer, Toaster, Kettle, Microwave, DVD player/Personal Video Recorder (PVR), PC/laptop, Plug in electric heater, Vacuum cleaner, Bath, Electric blanket, Hair drier",16
956614950,2.0,Own,Unknown,Unknown,Unknown,Mains,Smart gas meter,Do not read,Gas boiler,No,Terraced,3.0,"Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Standalone washing machine, Gas hob, Gas oven, Fridge-freezer, Toaster, Microwave, TV with a screen more than 21 inches, Handheld devices, Vacuum cleaner, Power shower, Hair drier",11
956615223,2.0,Mortgage,Unknown,No,No,Mains,No,When billed,Gas boiler,No,Detached,3.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Electric immersion heater,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), PC/laptop, Handheld devices, Vacuum cleaner, Bath, Power shower",15
956615414,1.0,Rent,Private landlord,No,Unknown,Mains,No,Regularly,Gas boiler,No,Detached,5.0,Unknown,"Electric immersion heater, Gas or oil direct heating","Combined washing machine and tumble dryer, Electric hob, Electric oven, Fridge-freezer, Toaster, Kettle, Microwave, Games console, Humidifier, Vacuum cleaner, Bath, Shower",12
956615446,1.0,Rent,Council,No,No,Mains,No,Electricity bills,Gas boiler,No,Terraced,3.0,Programmer/timer,Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Electric hob, Electric oven, Fridge-freezer, Fridge, Toaster, Kettle, Microwave, DVD player/Personal Video Recorder (PVR), Vacuum cleaner, Bath, Shower",13
956615457,1.0,Mortgage,Unknown,No,No,Mains,No,Regularly,Gas boiler,No,Semi detached,4.0,Programmer/timer,Gas or oil direct heating,"Coffee-maker, Standalone washing machine, Dishwasher, Gas hob, Gas oven, Fridge-freezer, Standalone freezer, Toaster, Kettle, Microwave, Games console, Vacuum cleaner, Bath, Shower, Hair drier",15
956615520,2.0,Mortgage,Unknown,Unknown,No,Mains,No,Asked to by provider,Gas boiler,No,Terraced,3.0,Programmer/timer,Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Electric oven, Gas hob, Fridge, Standalone freezer, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, DVD player/Personal Video Recorder (PVR), Handheld devices, Vacuum cleaner, Bath, Hair drier",15
956615533,1.0,Rent,Council,No,No,Mains,No,Electricity bills,Gas boiler,No,Semi detached,3.0,"Programmer/timer, Single house thermostat",Gas or oil direct heating,"Coffee-maker, Combined washing machine and tumble dryer, Dishwasher, Electric hob, Electric oven, Toaster, Kettle, Microwave, TV with a screen less than 21 inches, DVD player/Personal Video Recorder (PVR), Vacuum cleaner, Bath, Shower, Hair drier",14
956615540,2.0,Mortgage,Unknown,No,No,Mains,No,Asked to by provider,Gas boiler,No,Terraced,3.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Dishwasher, Electric oven, Gas hob, Gas oven, Fridge-freezer, Toaster, Kettle, Microwave, DVD player/Personal Video Recorder (PVR), Games console, Vacuum cleaner, Bath, Power shower, Hair drier",16
956615634,1.0,Own,Unknown,No,Unsure,Mains,No,Do not read,Other,No,Terraced,3.0,Unknown,Electric immersion heater,"Dishwasher, Electric oven, Gas hob, Fridge-freezer, Toaster, Kettle, Microwave, Mobile phones, PC/laptop, Bath, Power shower, Hair drier",12
956615664,2.0,Mortgage,Unknown,No,No,Mains,No,Electricity bills,Gas boiler,No,Terraced,3.0,Programmer/timer,Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Electric hob, Electric oven, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Vacuum cleaner, Bath, Shower, Hair drier",14
956615780,2.0,Rent,Housing association,Unknown,Unknown,No,Unknown,Do not read,Other,No,Terraced,5.0,"Programmer/timer, Single house thermostat",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Electric hob, Electric oven, Fridge-freezer, Fridge, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, Games console, Bath, Power shower",13
956615890,1.0,Own,Unknown,No,No,Mains,No,Asked to by provider,Gas boiler,No,Terraced,2.0,"Programmer/timer, Thermostatic radiator valves",Electric immersion heater,"Combined washing machine and tumble dryer, Standalone washing machine, Gas hob, Gas oven, Fridge, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), Mobile phones, PC/laptop, Cooling fans, Vacuum cleaner, Bath, Shower",16
956615942,1.0,Own,Unknown,No,No,Mains,No,Regularly,Gas boiler,No,Semi detached,3.0,Programmer/timer,Gas or oil direct heating,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Gas hob, Gas oven, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, Handheld devices, Vacuum cleaner, Bath, Shower, Hair drier",16
956616014,1.0,Rent,Housing association,Unknown,No,Mains,No,When billed,Gas boiler,No,Semi detached,3.0,"Programmer/timer, Single house thermostat",Unknown,"Coffee-maker, Standalone tumble dryer, Standalone washing machine, Dishwasher, Gas hob, Gas oven, Fridge-freezer, Fridge, Toaster, Kettle, Microwave, Dehumidifier, Bath",13
956616030,1.0,Mortgage,Unknown,No,No,Mains,Both,Regularly,Gas boiler,No,Semi detached,4.0,"Programmer/timer, Single house thermostat, Thermostatic radiator valves",Gas or oil direct heating,"Standalone tumble dryer, Standalone washing machine, Electric oven, Gas hob, Fridge-freezer, Toaster, Kettle, Microwave, TV with a screen more than 21 inches, DVD player/Personal Video Recorder (PVR), PC/laptop, Handheld devices, Cooling fans, Vacuum cleaner, Bath, Shower, Hair drier",17
956616064,1.0,Rent,Private landlord,Unknown,Unknown,Mains,Unknown,When billed,Electric Heater,No,Flat,3.0,"Programmer/timer, Single house thermostat",Unknown,"Combined washing machine and tumble dryer, Electric oven, Fridge-freezer, Toaster, Kettle, Microwave, Games console, Plug in electric heater, Vacuum cleaner, Bath, Power shower, Hair drier",12
956616118,1.0,Rent,Related to household member,Unknown,Unknown,Mains,No,Do not read,Gas boiler,No,Terraced,3.0,"Programmer/timer, Single house thermostat",Gas or oil direct heating,"Standalone washing machine, Dishwasher, Electric hob, Electric oven, Fridge-freezer, Toaster, Kettle, Microwave, Cooling fans, Vacuum cleaner, Bath, Power shower, Hair drier",13
